Strain Label,CTXM 1,CTXM 2,CTXM 9,GES,IMP,NDM,Oxa 23,Oxa 24,Oxa 51,Oxa 58,PER,SHV,SIM1,TEM,VEB,VIM
A1,,,,,,,,,,,,,,,,
